TotalTime;BreakingTime;NumberBreaks;Process1Time;Process1Length;Process1Starts;RapidTime;RapidLength;RapidStarts
7.189922170745808;3.1780538303479458;1.6094379124341003;5.783825182329737;9.663942591279351;4.248495242049359;5.117993812416755;9.502860721068213;4.605170185988092
7.6624678152002375;4.68213122712422;2.0794415416798357;6.335054251498059;10.258899824640196;2.4849066497880004;6.008813185442595;11.269056110363978;4.418840607796598
6.642486801367256;1.9459101490553132;0.6931471805599453;6.016157159698354;9.889100669135752;2.5649493574615367;4.962844630259907;10.4994628213438;3.258096538021482
5.811140992976701;1.0986122886681098;1.0986122886681098;5.214935757608986;8.412275503043157;1.6094379124341003;3.4965075614664802;8.462314529906248;2.302585092994046
7.550135342488429;2.9444389791664403;1.0986122886681098;6.133398042996649;10.225372251941348;4.3694478524670215;5.662960480135946;10.283190309420853;5.093750200806762
7.953669778649798;5.308267697401205;3.044522437723423;6.55250788703459;10.42352661752573;4.007333185232471;6.2285110035911835;11.372432755649935;4.836281906951478
8.812992231969966;6.0063531596017325;3.6109179126442243;7.487173694213739;11.624300093914531;3.7376696182833684;7.168579897264035;12.43989893269085;5.616771097666572
9.75927070177572;7.983098940710892;1.6094379124341003;8.478452363099807;12.592232814974622;5.921578419643816;7.886081401775745;12.768176763574195;7.087573705557973
7.9102237070973445;5.303304908059076;3.044522437723423;6.71901315438526;10.50843312391332;3.4011973816621555;6.285998094508865;11.709462172722448;4.2626798770413155
9.794899612119229;8.294549515143679;2.5649493574615367;8.688453800850768;12.466394621618816;5.62040086571715;7.709308333385869;12.83904510305405;6.555356891810665
9.971940278170571;7.756195343948118;3.258096538021482;8.822322177471738;12.651433219063044;6.418364935936212;7.9676267393338165;12.780996380967721;7.2078598714324755
9.374667665397858;8.038834757787749;3.295836866004329;8.104703468371108;11.956952816282785;4.465908118654584;7.404279118037268;12.673598206900369;5.991464547107982
9.715288758569297;8.514790306799927;3.912023005428146;8.15248607578024;11.916068608570747;5.877735781779639;7.614312146452;12.672820982055237;6.535241271013659
5.883322388488279;1.0986122886681098;0.6931471805599453;4.897839799950911;9.190941809519185;1.3862943611198906;3.784189633918261;9.006999447958153;2.70805020110221
6.16541785423142;1.0986122886681098;1.0986122886681098;4.983606621708336;9.283040866933232;1.3862943611198906;4.382026634673881;9.457590998633625;3.2188758248682006
6.1779441140506;3.044522437723423;0.6931471805599453;5.225746673713202;9.519453527354246;1.6094379124341003;4.2626798770413155;9.227689010310796;3.1354942159291497
6.478509642208569;3.4339872044851463;1.3862943611198906;5.247024072160486;9.539466846774776;1.6094379124341003;4.574710978503383;9.639782389465795;3.4965075614664802
6.499787040655854;0.6931471805599453;0.6931471805599453;4.787491742782046;9.056043180765615;3.332204510175204;4.442651256490317;9.316680407747508;3.8501476017100584
6.495265555937008;2.5649493574615367;1.0986122886681098;4.7535901911063645;9.021348060401277;3.332204510175204;4.394449154672439;9.224933374279082;3.8918202981106265
5.780743515792329;2.833213344056216;1.3862943611198906;4.143134726391533;8.421170560613335;2.3978952727983707;4.04305126783455;8.881280595070423;3.044522437723423
6.309918278226516;0.6931471805599453;1.0986122886681098;4.736198448394496;9.353064210965783;3.367295829986474;4.060443010546419;9.09268232850795;3.6635616461296463
9.41041998369184;6.0063531596017325;3.4965075614664802;8.365206834418355;12.038183069896153;4.7535901911063645;7.621195162809845;12.809347086577198;6.450470422144176
6.436150368369428;4.787491742782046;0.6931471805599453;5.14166355650266;9.328619204843703;2.833213344056216;4.007333185232471;9.109525066737367;3.367295829986474
9.387565631345389;8.418918622147897;2.9444389791664403;7.436617265234227;11.677696976592586;4.90527477843843;7.691200097522863;12.513447045077644;6.761572768804055
4.584967478670572;1.0986122886681098;0.6931471805599453;2.8903717578961645;6.673531201347048;1.0986122886681098;1.3862943611198906;5.777652323222656;1.3862943611198906
7.295735072749282;4.477336814478207;1.9459101490553132;6.028278520230698;10.20214267197542;2.833213344056216;5.247024072160486;9.891617379965641;4.68213122712422
7.261927092702751;1.6094379124341003;0.6931471805599453;6.0063531596017325;10.17986991464918;2.6390573296152584;5.332718793265369;9.975901233045173;4.727387818712341
7.4949862339505335;4.219507705176107;1.6094379124341003;6.1224928095143865;10.256044370418511;4.219507705176107;5.817111159963204;10.258746494416974;5.099866427824199
7.897296472595885;1.6094379124341003;1.0986122886681098;6.844815479208263;11.027305279594051;4.04305126783455;5.905361848054571;10.684096008866067;5.298317366548036
6.950814768442584;1.9459101490553132;1.0986122886681098;5.802118375377063;9.93964468347922;3.4657359027997265;4.897839799950911;9.990582259387061;4.204692619390966
6.570882962339584;3.5263605246161616;1.3862943611198906;5.342334251964811;9.479517538691642;2.8903717578961645;4.553876891600541;9.659567149523216;3.7376696182833684
6.763884908562435;1.3862943611198906;0.6931471805599453;5.683579767338681;9.82277910410065;3.258096538021482;4.61512051684126;9.613736674915236;3.970291913552122
7.3613754289773485;5.493061443340548;2.302585092994046;5.198497031265826;9.080476464648362;2.5649493574615367;5.598421958998375;10.632966662343463;4.04305126783455
7.917171988845776;6.742880635791903;2.3978952727983707;6.6240652277998935;10.64345895937893;4.060443010546419;5.68697535633982;10.727948042591994;4.672828834461906
6.907755278982137;1.6094379124341003;0.6931471805599453;6.244166900663736;9.864906291139986;3.4339872044851463;4.867534450455582;9.856500761311791;3.828641396489095
7.1929342212158;5.4680601411351315;1.3862943611198906;5.983936280687191;9.85324130437668;3.091042453358316;5.4638318050256105;10.042640613928704;4.543294782270004
7.259819610363186;0.6931471805599453;0.6931471805599453;6.018593214496234;9.961907908507337;3.871201010907891;5.575949103146316;10.463217619655723;4.634728988229636
9.087833697483386;7.063903961472068;1.9459101490553132;7.8551570058813445;11.864201093177428;4.90527477843843;7.189922170745808;12.260754940761567;6.161207321695077
9.924514919728203;8.00736706798333;3.6888794541139363;9.04699757378001;12.7927510576581;6.659293919683638;7.323170717943469;11.882991348726527;6.680854678790215
10.441967253083934;9.85450737031441;3.912023005428146;8.531096096585228;12.555614569235352;5.87493073085203;7.871692664323645;12.888618833602573;6.926577033222725
9.165970424240243;7.057036981697891;2.302585092994046;7.802209316247118;11.962686327103714;5.407171771460119;7.381501894506707;12.587046954015692;6.386879319362645
8.065265208897733;5.43372200355424;3.6375861597263857;6.152732694704104;10.34591157808135;2.772588722239781;6.507277712385012;11.853688483008598;4.430816798843313
6.363028103540465;2.0794415416798357;0.6931471805599453;5.863631175598097;10.055795464079806;2.0794415416798357;4.343805421853684;9.973899416776494;2.4849066497880004
8.485083137498004;6.0014148779611505;3.6109179126442243;6.78897174299217;10.645808101363198;2.0794415416798357;6.810142450115136;12.18927739155019;4.875197323201151
6.608000625296087;2.995732273553991;1.3862943611198906;5.71042701737487;9.571727934299124;2.9444389791664403;4.204692619390966;9.200492035921368;3.5263605246161616
7.81762544305337;2.4849066497880004;1.0986122886681098;6.917705609835305;10.407124745077908;3.4657359027997265;6.186208623900494;10.848151918598122;5.262690188904886
7.707512194600341;5.429345628954441;1.6094379124341003;6.5998704992128365;10.500085113628652;3.1780538303479458;5.645446897643238;10.55302239084068;4.897839799950911
7.583756300707112;1.791759469228055;0.6931471805599453;6.470799503782602;9.959538311051658;3.5263605246161616;5.75890177387728;10.351596993696585;5.081404364984463
6.752270376141742;0.6931471805599453;0.6931471805599453;5.673323267171493;9.847338119393621;3.4011973816621555;4.59511985013459;9.608847999516849;3.9889840465642745
6.904750769961838;4.700480365792417;2.1972245773362196;5.631211781821365;9.80244863150245;3.4339872044851463;4.6913478822291435;9.821192309809298;4.007333185232471
6.77078942390898;1.0986122886681098;1.0986122886681098;5.655991810819852;9.81422218124292;3.4339872044851463;4.68213122712422;9.790486813448885;4.007333185232471
6.8658910748834385;1.3862943611198906;0.6931471805599453;5.6937321388027;9.852746326125741;3.4339872044851463;4.859812404361672;9.96251089298559;4.110873864173311
8.002359546252707;2.6390573296152584;2.302585092994046;7.2813856635702825;10.896354124051026;3.5553480614894135;6.35088571671474;11.8586901074314;4.663439094112067
7.053585727193677;5.332718793265369;2.302585092994046;6.159095388491933;10.362059326156194;2.772588722239781;5.5053315359323625;11.255552722105358;3.1354942159291497
6.569481420414296;1.9459101490553132;0.6931471805599453;5.0238805208462765;8.617140242790718;3.2188758248682006;4.465908118654584;8.734077192559303;3.9512437185814275
7.030857476116121;1.9459101490553132;0.6931471805599453;5.529429087511423;9.306785472145364;3.871201010907891;5.0106352940962555;9.35979432514452;4.48863636973214
7.483806687665835;5.288267030694535;1.3862943611198906;6.35088571671474;10.002574504700858;2.9444389791664403;5.393627546352362;10.116136224757685;4.736198448394496
7.5406215286571525;0.6931471805599453;0.6931471805599453;6.621405651764134;10.768346082349193;3.7612001156935624;5.831882477283517;10.460900916916351;5.049856007249537
8.944028325260595;5.631211781821365;3.5553480614894135;8.471149252914831;12.333337530482192;5.476463551931511;6.637258031284457;11.77033130288745;5.62040086571715
9.313889247604742;8.448057452581375;3.4657359027997265;7.629975707027789;11.493592038519614;4.110873864173311;7.074963197966044;12.289623040224107;5.627621113690637
7.962067308753666;5.420534999272286;2.302585092994046;6.744059186311348;10.903993692517176;3.091042453358316;6.259581464064923;11.501419524784026;4.718498871295094
8.258681496264236;6.444131256700441;3.258096538021482;6.47543271670409;10.569029153907762;2.302585092994046;6.536691597591305;11.839506083300371;4.663439094112067
8.778171881033469;8.298041661371565;2.70805020110221;6.957497370876951;10.559034674722101;2.0794415416798357;6.030685260261263;11.497659531299796;3.871201010907891
6.84587987526405;4.875197323201151;2.0794415416798357;6.16541785423142;10.028547519211763;3.091042453358316;3.4339872044851463;8.354203562921775;3.332204510175204
7.0967213784947605;3.8501476017100584;2.772588722239781;6.583409222158765;10.236045399640005;2.70805020110221;5.342334251964811;11.07499398172423;2.9444389791664403
9.18993356219852;9.012620873002131;1.3862943611198906;6.6293632534374485;10.757818768112278;2.772588722239781;5.7430031878094825;11.271567025235113;4.02535169073515
7.587817219993427;2.70805020110221;1.0986122886681098;7.4570320891223805;9.766497059114725;1.6094379124341003;4.30406509320417;9.801399454452342;2.70805020110221
8.19450550976564;4.90527477843843;1.6094379124341003;6.79346613258001;10.321037996745135;4.976733742420574;6.2285110035911835;10.911846852226676;5.4510384535657
7.998671361015776;6.950814768442584;1.0986122886681098;6.915723448631314;10.44135253769541;3.828641396489095;5.267858159063328;10.393385716619122;4.442651256490317
9.657778811561771;5.676753802268282;2.4849066497880004;8.480321716640333;11.865322019640022;6.51025834052315;7.725771441587952;12.399461895494134;7.0431599159883405
9.371182897093012;8.424419791263883;3.8066624897703196;7.203405521083095;11.30739973028593;4.5217885770490405;7.118826249062078;12.291438085374793;5.926926025970411
9.450852217451484;7.079184394609668;3.8066624897703196;8.423761246623686;12.226200510984611;5.318119993844216;7.338888133838879;12.268258401084148;6.226536669287466
8.862483576488332;7.805474625270857;4.007333185232471;6.773080375655535;10.936355523942181;4.02535169073515;6.928537818164665;12.292121893155084;5.342334251964811
9.145908511816794;8.456168489578463;3.871201010907891;6.846943139585379;10.539734259332311;4.276666119016055;6.961296045910167;12.343897931187046;5.153291594497779
9.219399216464529;6.042632833682381;2.9444389791664403;8.566935283311052;12.163328149891463;5.288267030694535;6.824373670043086;11.954401010601426;6.037870919922137
9.878067175189218;8.935640333747571;2.8903717578961645;8.471986598578159;12.049826647055195;5.3706380281276624;7.645397699428633;12.88064334676718;6.530877627725885
10.254179634797001;9.849664745838622;3.871201010907891;7.818832443803404;11.965169788072775;5.214935757608986;7.409136443920128;12.588848965383647;6.3080984415095305
5.981414211254481;1.3862943611198906;0.6931471805599453;5.288267030694535;8.989364452559704;1.3862943611198906;3.828641396489095;9.261128538808288;2.5649493574615367
9.421087402953841;8.394121193826242;3.6375861597263857;7.901377353792616;11.761770570941055;5.225746673713202;7.161622002939187;12.459838511026472;5.823045895483019
7.266128779556451;3.4657359027997265;1.791759469228055;5.886104031450156;9.825655753494098;1.6094379124341003;5.6131281063880705;10.963757408916045;3.784189633918261
6.56244409369372;2.4849066497880004;1.791759469228055;6.152732694704104;10.085530750279297;2.302585092994046;4.836281906951478;10.436084452771574;2.4849066497880004
6.728628613084702;3.970291913552122;2.5649493574615367;6.159095388491933;10.092101688083382;2.3978952727983707;5.017279836814924;10.675029930523447;2.772588722239781
8.119993827725105;7.785720896534624;1.6094379124341003;5.652489180268651;9.80811389415458;3.4339872044851463;4.897839799950911;10.008162833474259;4.07753744390572
6.862757913051401;3.912023005428146;1.3862943611198906;5.863631175598097;10.002185541915145;3.044522437723423;4.48863636973214;9.50390510758612;3.9318256327243257
7.561121589530238;1.0986122886681098;0.6931471805599453;7.301822342137932;11.38580002818473;3.4339872044851463;4.290459441148391;9.419466131522189;3.6109179126442243
9.542948007780955;8.555836815008442;2.70805020110221;7.749322464660356;11.847021443024023;5.720311776607412;7.365812837209472;12.356077600847586;6.490723534502507
6.794586580876499;2.0794415416798357;0.6931471805599453;6.249975242259483;10.443557077632624;2.302585092994046;5.327876168789581;11.11896393624548;2.772588722239781
6.591673732008658;1.9459101490553132;0.6931471805599453;5.929589143389895;10.120304177873631;2.4849066497880004;5.1647859739235145;10.892229170068525;2.772588722239781
7.909489492673759;5.0106352940962555;1.3862943611198906;7.22402480828583;10.803583637393363;3.5263605246161616;5.8805329864007;10.818837842333226;4.7535901911063645
6.593044534142437;4.110873864173311;2.5649493574615367;5.8664680569332965;10.068413563157034;2.3978952727983707;4.976733742420574;10.685377942930462;2.70805020110221
9.996294602122335;7.8961806086154915;2.772588722239781;8.63497622707262;12.737426460513053;6.26530121273771;8.097426298597213;12.875173004931566;7.406103381237015
9.549665677579801;8.223358899479258;2.70805020110221;8.465689348549121;12.06450071063764;5.198497031265826;7.426549072397305;12.688779619537032;6.238324625039508
6.799055862058796;3.828641396489095;2.0794415416798357;6.202535517187923;10.406151207875173;2.5649493574615367;5.111987788356544;10.867596547865759;2.9444389791664403
6.760414691083428;2.1972245773362196;1.0986122886681098;6.184148890937483;10.388422908821077;2.4849066497880004;5.123963979403259;10.869767729155198;2.9444389791664403
6.74993119378857;2.4849066497880004;1.0986122886681098;6.16541785423142;10.36992685370652;2.4849066497880004;5.14166355650266;10.909783508696709;2.8903717578961645
8.167068178341237;3.4657359027997265;1.3862943611198906;7.262628600974241;11.16674293883987;3.2188758248682006;6.588926477533519;12.077119328934026;4.836281906951478
8.463370384718731;3.5263605246161616;1.3862943611198906;7.782807262839695;11.607694731461867;4.0943445622221;5.921578419643816;10.7268512626277;5.488937726156687
7.862112211662748;1.0986122886681098;0.6931471805599453;7.661527081358517;10.824892139460845;3.5263605246161616;4.02535169073515;9.012864567410551;3.6635616461296463
7.097548850614793;4.23410650459726;2.1972245773362196;6.447305862541213;10.373489655901793;2.6390573296152584;5.204006687076795;10.622862751712955;3.6375861597263857
5.493061443340548;2.0794415416798357;0.6931471805599453;3.1354942159291497;7.197005914296896;0.6931471805599453;3.8066624897703196;8.816260208734581;2.70805020110221
7.620214770574455;5.7745515455444085;3.091042453358316;5.720311776607412;9.908992198354294;3.091042453358316;5.799092654460526;11.056161799302767;4.2626798770413155
5.746203190540153;1.3862943611198906;0.6931471805599453;4.564348191467836;8.737138822329339;2.302585092994046;3.367295829986474;8.557951183888406;2.772588722239781
7.6586995582682995;4.90527477843843;1.9459101490553132;7.0630481633881725;10.76887759386481;3.5553480614894135;5.736572297479192;11.272152423386192;4.0943445622221
7.152268856032539;3.295836866004329;1.3862943611198906;6.152732694704104;10.266898557020339;3.367295829986474;5.25227342804663;9.96029312635758;4.454347296253507
7.533158807455563;0.6931471805599453;1.0986122886681098;7.210079628170788;11.006880712313986;3.828641396489095;3.784189633918261;8.401333305321703;3.8501476017100584
7.545918151209323;0.6931471805599453;1.0986122886681098;7.143617602704121;10.948197265667304;4.02535169073515;4.02535169073515;8.390949464841986;4.04305126783455
9.000606507571892;7.993957547573565;1.6094379124341003;8.137980454452139;11.782130341509696;4.990432586778736;5.676753802268282;10.923399287993865;5.030437921392435
8.50976567558744;5.883322388488279;1.3862943611198906;7.355641102974253;11.189908918147504;4.6913478822291435;6.610696044717759;11.368997356163144;5.849324779946859
7.233455418621439;2.70805020110221;1.3862943611198906;6.049733455231958;9.943742136109234;2.302585092994046;5.659482215759621;11.046802296986584;4.330733340286331
